"candidate","year","state","office","district","stage","special","party","writein","first_name","last_name","candidatevotes","totalvotes"
"Harvey B. Gantt",1990,"North Carolina","US Senate","statewide","gen",FALSE,"democrat",FALSE,"Harvey","Gantt",981573,2069585
"Harvey B. Gantt",1996,"North Carolina","US Senate","statewide","gen",FALSE,"democrat",FALSE,"Harvey","Gantt",1173875,2556456
"Harvey L. Goldhammer",1982,"California","US House","22","gen",FALSE,"democrat",FALSE,"Harvey","Goldhammer",46521,198222
"Harvey Martin",2016,"Arizona","US House","3","gen",FALSE,"democrat",TRUE,"Harvey","Martin",283,151035
"Harvey Stower",1994,"Wisconsin","US House","3","gen",FALSE,"democrat",FALSE,"Harvey","Stower",65758,160313
"Harwood Nichols",1990,"Maryland","US House","3","gen",FALSE,"republican",FALSE,"Harwood","Nichols",35841,118386
"Hayden Keener III",2016,"Arizona","US House","8","gen",FALSE,"republican",TRUE,"Hayden","III",75,298971
"Hayden Rogers",2012,"North Carolina","US House","11","gen",FALSE,"democrat",FALSE,"Hayden","Rogers",141107,331426
"Hayes E. Gahagan",1978,"Maine","US Senate","statewide","gen",FALSE,"independent",FALSE,"Hayes","Gahagan",27824,375114
"Hazel McGlory",1978,"New Jersey","US House","6","gen",FALSE,"betsy ross",FALSE,"Hazel","McGlory",484,148184
"Heath Shuler",2006,"North Carolina","US House","11","gen",FALSE,"democrat",FALSE,"Heath","Shuler",124972,232314
"Heath Shuler",2008,"North Carolina","US House","11","gen",FALSE,"democrat",FALSE,"Heath","Shuler",211112,340716
"Heath Shuler",2010,"North Carolina","US House","11","gen",FALSE,"democrat",FALSE,"Heath","Shuler",131225,241471
"Heather Beaven",2010,"Florida","US House","7","gen",FALSE,"democrat",FALSE,"Heather","Beaven",83206,268676
"Heather Beaven",2012,"Florida","US House","6","gen",FALSE,"democrat",FALSE,"Heather","Beaven",146489,342451
"Heather Johnson",2014,"Minnesota","US Senate","statewide","gen",FALSE,"libertarian",FALSE,"Heather","Johnson",29685,1981528
"Heather Proffer",1996,"Texas","US House","12","gen",FALSE,"natural law",FALSE,"Heather","Proffer",1996,170204
"Heather A. Ryan",2008,"Kentucky","US House","1","gen",FALSE,"democrat",FALSE,"Heather","Ryan",98674,276786
"Heather Wilson",1998,"New Mexico","US House","1","gen",FALSE,"republican",FALSE,"Heather","Wilson",86784,179168
"Heather Wilson",2000,"New Mexico","US House","1","gen",FALSE,"republican",FALSE,"Heather","Wilson",107296,213139
"Heather Wilson",2002,"New Mexico","US House","1","gen",FALSE,"republican",FALSE,"Heather","Wilson",95711,172945
"Heather Wilson",2004,"New Mexico","US House","1","gen",FALSE,"republican",FALSE,"Heather","Wilson",147372,270905
"Heather Wilson",2006,"New Mexico","US House","1","gen",FALSE,"republican",FALSE,"Heather","Wilson",105986,211111
"Heather A. Wilson",2012,"New Mexico","US Senate","statewide","gen",FALSE,"republican",FALSE,"Heather","Wilson",351260,775793
"Heather Wood",1998,"Minnesota","US House","4","gen",FALSE,"socialist workers",FALSE,"Heather","Wood",2264,239746
"Hector L. Castillo",2016,"New Jersey","US House","9","gen",FALSE,"republican",FALSE,"Hector","Castillo",65376,233242
"Hector W. Concepcion",2012,"Connecticut","US House","3","gen",FALSE,"",TRUE,"Hector","Concepcion",1,291301
"Hector Concepcion",2012,"Illinois","US House","4","gen",FALSE,"republican",FALSE,"Hector","Concepcion",27279,160509
"Hector Concepcion",2014,"Illinois","US House","4","gen",FALSE,"republican",FALSE,"Hector","Concepcion",22278,101944
"Hector Henry",1998,"New York","US House","12","gen",FALSE,"fusion",FALSE,"Hector","Henry",320,81722
"Hector Cortes, Jr.",1998,"New York","US House","12","gen",FALSE,"liberal",FALSE,"Hector","Jr.",1080,81722
"Hector M. McGregor",1976,"Michigan","US House","1","gen",FALSE,"american independent",FALSE,"Hector","McGregor",727,136582
"Hector M. McGregor",1978,"Michigan","US House","17","gen",FALSE,"american independent",FALSE,"Hector","McGregor",5341,111654
"Hector Reyna",2002,"California","US House","9","gen",FALSE,"",TRUE,"Hector","Reyna",6,166917
"Heidi Behrens-Benedict",1998,"Washington","US House","8","gen",FALSE,"democrat",FALSE,"Heidi","Behrens-Benedict",91371,226910
"Heidi Behrens-Benedict",2000,"Washington","US House","8","gen",FALSE,"democrat",FALSE,"Heidi","Behrens-Benedict",104944,294468
"Heidi Behrens-Benedict",2002,"Washington","US House","8","gen",FALSE,"democrat",FALSE,"Heidi","Behrens-Benedict",75931,203335
"Heidi Hall",2014,"California","US House","1","gen",FALSE,"democrat",FALSE,"Heidi","Hall",84320,216372
"Heidi Heitkamp",2012,"North Dakota","US Senate","statewide","gen",FALSE,"democrat",FALSE,"Heidi","Heitkamp",161337,321144
"Heidi Peterson",2010,"Michigan","US House","13","gen",FALSE,"libertarian",FALSE,"Heidi","Peterson",815,127076
"Helen R. Allegrone",1990,"North Carolina","US House","6","gen",FALSE,"democrat",FALSE,"Helen","Allegrone",62913,188305
"Helen I. Barnhill",1988,"Wisconsin","US House","5","gen",FALSE,"republican",FALSE,"Helen","Barnhill",78307,219179
"Helen Delich Bentley",1980,"Maryland","US House","2","gen",FALSE,"republican",FALSE,"Helen","Bentley",89961,210978
"Helen Delich Bentley",1982,"Maryland","US House","2","gen",FALSE,"republican",FALSE,"Helen","Bentley",75062,158380
"Helen Delich Bentley",1984,"Maryland","US House","2","gen",FALSE,"republican",FALSE,"Helen","Bentley",111517,217089
"Helen Delich Bentley",1986,"Maryland","US House","2","gen",FALSE,"republican",FALSE,"Helen","Bentley",96745,164946
"Helen Delich Bentley",1988,"Maryland","US House","2","gen",FALSE,"republican",FALSE,"Helen","Bentley",157956,221070
"Helen Delich Bentley",1990,"Maryland","US House","2","gen",FALSE,"republican",FALSE,"Helen","Bentley",115398,155183
"Helen Delich Bentley",1992,"Maryland","US House","2","gen",FALSE,"republican",FALSE,"Helen","Bentley",165443,254101
"Helen Delich Bentley",2002,"Maryland","US House","2","gen",FALSE,"republican",FALSE,"Helen","Bentley",88954,194672
"Helen Chenoweth",1994,"Idaho","US House","1","gen",FALSE,"republican",FALSE,"Helen","Chenoweth",111728,201554
"Helen Chenoweth",1996,"Idaho","US House","1","gen",FALSE,"republican",FALSE,"Helen","Chenoweth",132344,264778
"Helen Chenoweth",1998,"Idaho","US House","1","gen",FALSE,"republican",FALSE,"Helen","Chenoweth",113231,204884
"Helen Poppy Doyle",1980,"Massachusetts","US House","1","gen",FALSE,"democrat",FALSE,"Helen","Doyle",52457,208991
"Helen Halyard",1976,"New York","US House","19","gen",FALSE,"workers",FALSE,"Helen","Halyard",640,94481
"Helen Halyard",1982,"Michigan","US Senate","statewide","gen",FALSE,"workers league",FALSE,"Helen","Halyard",6085,2994334
"Helen Halyard",1994,"Michigan","US House","13","gen",FALSE,"none",FALSE,"Helen","Halyard",1388,172678
"Helen Halyard",1996,"Michigan","US House","14","gen",FALSE,"socialist equality",FALSE,"Helen","Halyard",660,183695
"Helen Hamilton",1994,"New Jersey","US House","5","gen",FALSE,"natural law",FALSE,"Helen","Hamilton",638,188505
"Helen Hamilton",1996,"New Jersey","US House","5","gen",FALSE,"independent",FALSE,"Helen","Hamilton",1678,254333
"Helen Hamilton",1998,"New Jersey","US House","5","gen",FALSE,"independent",FALSE,"Helen","Hamilton",1004,166818
"Helen Hamilton",2000,"New Jersey","US House","5","gen",FALSE,"independent",FALSE,"Helen","Hamilton",481,268524
"Helen Meyers",1984,"Michigan","US Senate","statewide","gen",FALSE,"socialist workers",FALSE,"Helen","Meyers",2686,3700938
"Helen Meyers",2006,"Iowa","US House","3","gen",FALSE,"socialist workers",FALSE,"Helen","Meyers",3591,223082
"Helen S. Meyner",1976,"New Jersey","US House","13","gen",FALSE,"democrat",FALSE,"Helen","Meyner",105291,209051
"Helen S. Meyner",1978,"New Jersey","US House","13","gen",FALSE,"democrat",FALSE,"Helen","Meyner",71808,149109
"Helen Myers",2004,"Ohio","US Senate","Statewide","gen",FALSE,"",TRUE,"Helen","Myers",296,5425823
"Helen L. Radder",1992,"New Jersey","US House","3","gen",FALSE,"libertarian",FALSE,"Helen","Radder",2711,255798
"Henrietta Dwyer",2010,"New Jersey","US House","13","gen",FALSE,"republican",FALSE,"Henrietta","Dwyer",19538,84796
"henry Yanez",2010,"Michigan","US House","10","gen",FALSE,"democrat",FALSE,"henry","Yanez",58530,233930
"Henry E. Allee",1982,"Texas","US House","8","gen",FALSE,"democrat",FALSE,"Henry","Allee",38041,89218
"Henry J. Andreas",1976,"California","US House","17","gen",FALSE,"republican",FALSE,"Henry","Andreas",54270,158168
"Henry Ares",1978,"California","US House","30","gen",FALSE,"republican",FALSE,"Henry","Ares",26511,92752
"Henry J. Bardel",2002,"New York","US House","13","gen",FALSE,"green",FALSE,"Henry","Bardel",696,123606
"Henry J. Bardel",2012,"New York","US House","11","gen",FALSE,"green",FALSE,"Henry","Bardel",1939,214755
"Henry J. Bardel",2014,"New York","US House","11","gen",FALSE,"green",FALSE,"Henry","Bardel",2687,110999
"Henry J. Bardel",2016,"New York","US House","11","gen",FALSE,"green",FALSE,"Henry","Bardel",3906,251718
"Henry Bonilla",1992,"Texas","US House","23","gen",FALSE,"republican",FALSE,"Henry","Bonilla",98259,166347
"Henry Bonilla",1994,"Texas","US House","23","gen",FALSE,"republican",FALSE,"Henry","Bonilla",73815,117916
"Henry Bonilla",1996,"Texas","US House","23","gen",FALSE,"republican",FALSE,"Henry","Bonilla",101332,163839
"Henry Bonilla",1998,"Texas","US House","23","gen",FALSE,"republican",FALSE,"Henry","Bonilla",73177,114720
"Henry Bonilla",2000,"Texas","US House","23","gen",FALSE,"republican",FALSE,"Henry","Bonilla",119679,201754
"Henry Bonilla",2002,"Texas","US House","23","gen",FALSE,"republican",FALSE,"Henry","Bonilla",77573,150552
"Henry Bonilla",2004,"Texas","US House","23","gen",FALSE,"republican",FALSE,"Henry","Bonilla",170716,246503
"Henry Bonilla",2006,"Texas","US House","23","",TRUE,"republican",FALSE,"Henry","Bonilla",60175,123799
"Henry Bonilla",2006,"Texas","US House","23","gen",FALSE,"republican",FALSE,"Henry","Bonilla",32217,70473
"Henry Ford Brock",1982,"Tennessee","US House","3","gen",FALSE,"independent",FALSE,"Henry","Brock",2640,137493
"Henry Brown",2000,"South Carolina","US House","1","gen",FALSE,"republican",FALSE,"Henry","Brown",139597,231446
"Henry E. Brown",2004,"South Carolina","US House","1","gen",FALSE,"republican",FALSE,"Henry","Brown",186448,212308
"Henry N. Butler",1992,"Virginia","US House","11","gen",FALSE,"republican",FALSE,"Henry","Butler",103119,228272
"Henry Clark",1984,"California","US House","5","gen",FALSE,"peace and freedom",FALSE,"Henry","Clark",3574,193204
"Henry Ogden Clark",1992,"Michigan","US House","11","gen",FALSE,"natural law",FALSE,"Henry","Clark",2269,293098
"Henry Ogden Clark",1994,"Michigan","US House","15","gen",FALSE,"natural law",FALSE,"Henry","Clark",848,142014
"Henry Ogden Clark",1996,"Michigan","US House","2","gen",FALSE,"natural law",FALSE,"Henry","Clark",1365,253699
"Henry Ogden Clark",1998,"Michigan","US House","10","gen",FALSE,"natural law",FALSE,"Henry","Clark",1331,207524
"Henry Cuellar",2002,"Texas","US House","23","gen",FALSE,"democrat",FALSE,"Henry","Cuellar",71067,150552
"Henry Cuellar",2004,"Texas","US House","28","gen",FALSE,"democrat",FALSE,"Henry","Cuellar",106323,180166
"Henry Cuellar",2006,"Texas","US House","28","",TRUE,"democrat",FALSE,"Henry","Cuellar",52574,77755
"Henry Cuellar",2008,"Texas","US House","28","gen",FALSE,"democrat",FALSE,"Henry","Cuellar",123494,179740
"Henry Cuellar",2010,"Texas","US House","28","gen",FALSE,"democrat",FALSE,"Henry","Cuellar",62773,111402
"Henry Cuellar",2012,"Texas","US House","28","gen",FALSE,"democrat",FALSE,"Henry","Cuellar",112456,165645
"Henry Cuellar",2014,"Texas","US House","28","gen",FALSE,"democrat",FALSE,"Henry","Cuellar",62508,76136
"Henry Cuellar",2016,"Texas","US House","28","gen",FALSE,"democrat",FALSE,"Henry","Cuellar",122086,184442
"Henry W. Eckhart",1978,"Ohio","US House","15","gen",FALSE,"democrat",FALSE,"Henry","Eckhart",37000,128023
"Henry B. Gonzales",1982,"Texas","US House","20","gen",FALSE,"democrat",FALSE,"Henry","Gonzales",68544,74924
"Henry B. Gonzales",1984,"Texas","US House","20","gen",FALSE,"democrat",FALSE,"Henry","Gonzales",100443,100443
"Henry B. Gonzalez",1976,"Texas","US House","20","gen",FALSE,"democrat",FALSE,"Henry","Gonzalez",90173,90173
"Henry B. Gonzalez",1978,"Texas","US House","20","gen",FALSE,"democrat",FALSE,"Henry","Gonzalez",51584,51584
"Henry B. Gonzalez",1980,"Texas","US House","20","gen",FALSE,"democrat",FALSE,"Henry","Gonzalez",84113,102685
"Henry B. Gonzalez",1986,"Texas","US House","20","gen",FALSE,"democrat",FALSE,"Henry","Gonzalez",55363,55363
"Henry B. Gonzalez",1988,"Texas","US House","20","gen",FALSE,"democrat",FALSE,"Henry","Gonzalez",94527,133696
"Henry B. Gonzalez",1990,"Texas","US House","20","gen",FALSE,"democrat",FALSE,"Henry","Gonzalez",56318,56318
"Henry B. Gonzalez",1992,"Texas","US House","20","gen",FALSE,"democrat",FALSE,"Henry","Gonzalez",103755,103755
"Henry B. Gonzalez",1994,"Texas","US House","20","gen",FALSE,"democrat",FALSE,"Henry","Gonzalez",60114,96149
"Henry B. Gonzalez",1996,"Texas","US House","20","gen",FALSE,"democrat",FALSE,"Henry","Gonzalez",88190,138409
"Henry Green",1996,"Florida","US House","10","gen",FALSE,"democrat",FALSE,"Henry","Green",57375,171820
"Henry Haile",1978,"Tennessee","US House","5","gen",FALSE,"independent",FALSE,"Henry","Haile",17674,133608
"Henry Helstoski",1976,"New Jersey","US House","9","gen",FALSE,"democrat",FALSE,"Henry","Helstoski",89723,202344
"Henry Helstoski",1978,"New Jersey","US House","9","gen",FALSE,"independent",FALSE,"Henry","Helstoski",19126,150155
"Henry F. Hewes",1994,"New York","US Senate","statewide","gen",FALSE,"right to life",FALSE,"Henry","Hewes",95954,5328486
"Henry J. Hill",1978,"New Jersey","US House","14","gen",FALSE,"republican",FALSE,"Henry","Hill",21355,105340
"Henry A. ""Hank"" Huish",1982,"Utah","US House","3","gen",FALSE,"independent",FALSE,"Henry","Huish",32661,141139
"Henry J. Hyde",1978,"Illinois","US House","6","gen",FALSE,"republican",FALSE,"Henry","Hyde",87193,131737
"Henry J. Hyde",1980,"Illinois","US House","6","gen",FALSE,"republican",FALSE,"Henry","Hyde",123593,184550
"Henry J. Hyde",1982,"Illinois","US House","6","gen",FALSE,"republican",FALSE,"Henry","Hyde",97918,143168
"Henry J. Hyde",1984,"Illinois","US House","6","gen",FALSE,"republican",FALSE,"Henry","Hyde",157370,209562
"Henry J. Hyde",1986,"Illinois","US House","6","gen",FALSE,"republican",FALSE,"Henry","Hyde",98196,130260
"Henry J. Hyde",1988,"Illinois","US House","6","gen",FALSE,"republican",FALSE,"Henry","Hyde",153425,208229
"Henry J. Hyde",1990,"Illinois","US House","6","gen",FALSE,"republican",FALSE,"Henry","Hyde",96410,144565
"Henry J. Hyde",1992,"Illinois","US House","6","gen",FALSE,"republican",FALSE,"Henry","Hyde",165009,251904
"Henry J. Hyde",1994,"Illinois","US House","6","gen",FALSE,"republican",FALSE,"Henry","Hyde",115664,157378
"Henry J. Hyde",1996,"Illinois","US House","6","gen",FALSE,"republican",FALSE,"Henry","Hyde",132401,205954
"Henry J. Hyde",1998,"Illinois","US House","6","gen",FALSE,"republican",FALSE,"Henry","Hyde",111603,165708
"Henry J. Hyde",2000,"Illinois","US House","6","gen",FALSE,"republican",FALSE,"Henry","Hyde",133327,226207
"Henry J. Hyde",2002,"Illinois","US House","6","gen",FALSE,"republican",FALSE,"Henry","Hyde",113174,173872
"Henry J. Hyde",2004,"Illinois","US House","6","gen",FALSE,"republican",FALSE,"Henry","Hyde",139627,250097
"Henry Haller III",1988,"Pennsylvania","US Senate","statewide","gen",FALSE,"libertarian",FALSE,"Henry","III",11822,4366598
"Henry M. Jackson",1976,"Washington","US Senate","statewide","gen",FALSE,"democrat",FALSE,"Henry","Jackson",1071219,1491111
"Henry M. Jackson",1982,"Washington","US Senate","statewide","gen",FALSE,"democrat",FALSE,"Henry","Jackson",943655,1368476
"Henry Jordan",1988,"South Carolina","US House","3","gen",FALSE,"republican",FALSE,"Henry","Jordan",75571,165825
"Henry Thiel, Jr.",1976,"Colorado","US House","4","gen",FALSE,"independent",FALSE,"Henry","Jr.",4167,221018
"Henry Boyd Jr.",1996,"Mississippi","US House","1","gen",FALSE,"democrat",FALSE,"Henry","Jr.",55998,182966
"Henry H. ""Hank"" Perritt Jr.",2002,"Illinois","US House","10","gen",FALSE,"democrat",FALSE,"Henry","Jr.",58300,186911
"Henry E. Brown Jr.",2002,"South Carolina","US House","1","gen",FALSE,"reform",FALSE,"Henry","Jr.",127562,142425
"Henry C. ÂÂHankÂÂ Johnson, Jr.",2006,"Georgia","US House","4","gen",FALSE,"democrat",FALSE,"Henry","Jr.",106352,141130
"Henry E. Brown, Jr.",2006,"South Carolina","US House","1","gen",FALSE,"republican",FALSE,"Henry","Jr.",115766,193375
"Henry C. ""Hank"" Johnson Jr.",2008,"Georgia","US House","4","gen",FALSE,"democrat",FALSE,"Henry","Jr.",224494,224694
"Henry E. Brown Jr.",2008,"South Carolina","US House","1","gen",FALSE,"republican",FALSE,"Henry","Jr.",177540,341879
"Henry C. ""Hank"" Johnson, Jr.",2010,"Georgia","US House","4","gen",FALSE,"democrat",FALSE,"Henry","Jr.",131760,176467
"Henry C. ??Hank?? Johnson, Jr.",2012,"Georgia","US House","4","gen",FALSE,"democrat",FALSE,"Henry","Jr.",208861,283902
"Henry C. ""Hank"" Johnson Jr.",2014,"Georgia","US House","4","gen",FALSE,"democrat",FALSE,"Henry","Jr.",161211,161320
"Henry C. ""Hank"" Johnson, Jr.",2016,"Georgia","US House","4","gen",FALSE,"democrat",FALSE,"Henry","Jr.",220146,290739
"Henry ""Sonny"" Kinsey",1992,"Idaho","US House","1","gen",FALSE,"independent",FALSE,"Henry","Kinsey",4567,242890
"Henry Jay Kirksey",1978,"Mississippi","US Senate","statewide","gen",FALSE,"independent",FALSE,"Henry","Kirksey",1747,590236
"Henry Koch",1980,"New Jersey","US House","9","gen",FALSE,"libertarian",FALSE,"Henry","Koch",2290,196504
"Henry Koch",1982,"New Jersey","US Senate","statewide","gen",FALSE,"libertarian",FALSE,"Henry","Koch",9934,2193945
"Henry W. Kroes",1978,"Michigan","US House","2","gen",FALSE,"american independent",FALSE,"Henry","Kroes",1191,144326
"Henry Lawrence",2014,"Florida","US House","16","gen",FALSE,"democrat",FALSE,"Henry","Lawrence",105483,274829
"Henry M. Levine",1988,"New York","US House","20","gen",FALSE,"liberal",FALSE,"Henry","Levine",1631,203263
"Henry Glover Logsdon",1980,"Kentucky","US House","3","gen",FALSE,"independent",FALSE,"Henry","Logsdon",430,134724
"Henry McCullough",1996,"Texas","US House","2","gen",FALSE,"independent",FALSE,"Henry","McCullough",2390,196971
"Henry D. McMaster",1986,"South Carolina","US Senate","statewide","gen",FALSE,"republican",FALSE,"Henry","McMaster",262886,737962
"Henry C. Minturn",1982,"California","US House","31","gen",FALSE,"republican",FALSE,"Henry","Minturn",33043,119761
"Henry C. Minturn",1984,"California","US House","31","gen",FALSE,"republican",FALSE,"Henry","Minturn",41691,142349
"Henry D. Moss",1976,"Pennsylvania","US House","1","gen",FALSE,"labor",FALSE,"Henry","Moss",586,159205
"Henry J. Novak",1982,"New York","US House","33","gen",FALSE,"democrat",FALSE,"Henry","Novak",126091,149977
"Henry J. Nowak",1976,"New York","US House","37","gen",FALSE,"democrat",FALSE,"Henry","Nowak",100042,127951
